sale_date,atc_category,medicine_name,sales_amount
2023-12-24,Cardiovascular,Atorvastatin,1885.34
2023-12-24,Antibiotics,Amoxicillin,2370.16
2023-12-24,Analgesics,Ibuprofen,1307.95
2023-12-25,Cardiovascular,Amlodipine,2244.04
2023-12-25,Antibiotics,Amoxicillin,1561.87
2023-12-25,Analgesics,Aspirin,971.12
2023-12-26,Cardiovascular,Losartan,890.0
2023-12-26,Antibiotics,Ciprofloxacin,1426.24
2023-12-26,Analgesics,Aspirin,1705.26
2023-12-27,Cardiovascular,Amlodipine,1416.07
2023-12-27,Antibiotics,Amoxicillin,969.89
2023-12-27,Analgesics,Aspirin,1076.83
2023-12-28,Cardiovascular,Amlodipine,1989.91
2023-12-28,Antibiotics,Ciprofloxacin,1131.26
2023-12-28,Analgesics,Ibuprofen,1348.55
2023-12-29,Cardiovascular,Atorvastatin,1420.36
2023-12-29,Antibiotics,Ciprofloxacin,1809.08
2023-12-29,Analgesics,Paracetamol,2224.89
2023-12-30,Cardiovascular,Amlodipine,1259.28
2023-12-30,Antibiotics,Azithromycin,2234.14
2023-12-30,Analgesics,Aspirin,1499.71
2023-12-31,Cardiovascular,Amlodipine,786.31
2023-12-31,Antibiotics,Ciprofloxacin,727.92
2023-12-31,Analgesics,Ibuprofen,518.1
2024-01-01,Cardiovascular,Atorvastatin,2218.08
2024-01-01,Antibiotics,Ciprofloxacin,1795.2
2024-01-01,Analgesics,Aspirin,1275.0
2024-01-02,Cardiovascular,Losartan,1450.29
2024-01-02,Antibiotics,Azithromycin,1044.58
2024-01-02,Analgesics,Paracetamol,2302.96
2024-01-03,Cardiovascular,Amlodipine,937.84
2024-01-03,Antibiotics,Ciprofloxacin,994.4
2024-01-03,Analgesics,Ibuprofen,541.59
2024-01-04,Cardiovascular,Atorvastatin,2244.39
2024-01-04,Antibiotics,Amoxicillin,925.61
2024-01-04,Analgesics,Aspirin,1085.45
2024-01-05,Cardiovascular,Amlodipine,2031.7
2024-01-05,Antibiotics,Ciprofloxacin,1448.89
2024-01-05,Analgesics,Aspirin,1752.8
2024-01-06,Cardiovascular,Atorvastatin,888.67
2024-01-06,Antibiotics,Azithromycin,604.66
2024-01-06,Analgesics,Paracetamol,910.04
2024-01-07,Cardiovascular,Atorvastatin,916.7
2024-01-07,Antibiotics,Azithromycin,2366.25
2024-01-07,Analgesics,Paracetamol,873.82
2024-01-08,Cardiovascular,Losartan,1525.88
2024-01-08,Antibiotics,Amoxicillin,2031.46
2024-01-08,Analgesics,Aspirin,1945.46
2024-01-09,Cardiovascular,Amlodipine,1621.29
2024-01-09,Antibiotics,Ciprofloxacin,1102.22
2024-01-09,Analgesics,Aspirin,2146.83
2024-01-10,Cardiovascular,Atorvastatin,2360.8
2024-01-10,Antibiotics,Azithromycin,1033.91
2024-01-10,Analgesics,Aspirin,862.76
2024-01-11,Cardiovascular,Losartan,1493.5
2024-01-11,Antibiotics,Azithromycin,1742.54
2024-01-11,Analgesics,Aspirin,1833.4
2024-01-12,Cardiovascular,Amlodipine,2451.08
2024-01-12,Antibiotics,Ciprofloxacin,579.86
2024-01-12,Analgesics,Aspirin,1232.79
2024-01-13,Cardiovascular,Atorvastatin,2122.29
2024-01-13,Antibiotics,Ciprofloxacin,2326.35
2024-01-13,Analgesics,Aspirin,2452.14
2024-01-14,Cardiovascular,Amlodipine,1588.64
2024-01-14,Antibiotics,Azithromycin,2081.38
2024-01-14,Analgesics,Paracetamol,817.86
2024-01-15,Cardiovascular,Atorvastatin,996.63
2024-01-15,Antibiotics,Ciprofloxacin,1531.13
2024-01-15,Analgesics,Ibuprofen,612.38
2024-01-16,Cardiovascular,Amlodipine,1222.56
2024-01-16,Antibiotics,Azithromycin,1587.97
2024-01-16,Analgesics,Aspirin,628.36
2024-01-17,Cardiovascular,Losartan,735.11
2024-01-17,Antibiotics,Ciprofloxacin,1412.66
2024-01-17,Analgesics,Paracetamol,2171.72
2024-01-18,Cardiovascular,Amlodipine,1339.26
2024-01-18,Antibiotics,Ciprofloxacin,1401.99
2024-01-18,Analgesics,Paracetamol,604.76
2024-01-19,Cardiovascular,Amlodipine,915.34
2024-01-19,Antibiotics,Amoxicillin,2371.82
2024-01-19,Analgesics,Ibuprofen,865.54
2024-01-20,Cardiovascular,Atorvastatin,2449.95
2024-01-20,Antibiotics,Amoxicillin,2018.19
2024-01-20,Analgesics,Paracetamol,1810.05
2024-01-21,Cardiovascular,Losartan,1117.68
2024-01-21,Antibiotics,Azithromycin,2272.55
2024-01-21,Analgesics,Aspirin,1150.88
2024-01-22,Cardiovascular,Atorvastatin,1442.1
2024-01-22,Antibiotics,Amoxicillin,2260.37
2024-01-22,Analgesics,Paracetamol,1581.94
2024-01-23,Cardiovascular,Amlodipine,1058.64
2024-01-23,Antibiotics,Ciprofloxacin,504.51
2024-01-23,Analgesics,Aspirin,2080.05
2024-01-24,Cardiovascular,Amlodipine,623.77
2024-01-24,Antibiotics,Ciprofloxacin,763.01
2024-01-24,Analgesics,Paracetamol,621.33
2024-01-25,Cardiovascular,Losartan,1471.67
2024-01-25,Antibiotics,Ciprofloxacin,1639.88
2024-01-25,Analgesics,Paracetamol,1515.39
2024-01-26,Cardiovascular,Atorvastatin,707.97
2024-01-26,Antibiotics,Ciprofloxacin,1092.63
2024-01-26,Analgesics,Paracetamol,1417.3
2024-01-27,Cardiovascular,Losartan,1005.38
2024-01-27,Antibiotics,Amoxicillin,1714.58
2024-01-27,Analgesics,Paracetamol,533.9
2024-01-28,Cardiovascular,Atorvastatin,2407.36
2024-01-28,Antibiotics,Azithromycin,2312.59
2024-01-28,Analgesics,Paracetamol,1625.11
2024-01-29,Cardiovascular,Atorvastatin,1944.38
2024-01-29,Antibiotics,Azithromycin,2072.58
2024-01-29,Analgesics,Ibuprofen,2111.39
2024-01-30,Cardiovascular,Atorvastatin,1405.11
2024-01-30,Antibiotics,Azithromycin,2050.27
2024-01-30,Analgesics,Ibuprofen,1982.61
2024-01-31,Cardiovascular,Losartan,2420.76
2024-01-31,Antibiotics,Azithromycin,928.67
2024-01-31,Analgesics,Aspirin,1156.72
2024-02-01,Cardiovascular,Atorvastatin,2483.17
2024-02-01,Antibiotics,Ciprofloxacin,1751.74
2024-02-01,Analgesics,Ibuprofen,1609.99
2024-02-02,Cardiovascular,Atorvastatin,894.24
2024-02-02,Antibiotics,Azithromycin,2013.48
2024-02-02,Analgesics,Aspirin,891.86
2024-02-03,Cardiovascular,Losartan,2309.41
2024-02-03,Antibiotics,Amoxicillin,1833.06
2024-02-03,Analgesics,Aspirin,2027.74
2024-02-04,Cardiovascular,Amlodipine,597.25
2024-02-04,Antibiotics,Ciprofloxacin,1235.15
2024-02-04,Analgesics,Paracetamol,710.94
2024-02-05,Cardiovascular,Amlodipine,1406.84
2024-02-05,Antibiotics,Ciprofloxacin,576.36
2024-02-05,Analgesics,Paracetamol,515.26
2024-02-06,Cardiovascular,Amlodipine,2233.99
2024-02-06,Antibiotics,Amoxicillin,2273.08
2024-02-06,Analgesics,Aspirin,1854.0
2024-02-07,Cardiovascular,Losartan,944.65
2024-02-07,Antibiotics,Ciprofloxacin,1237.11
2024-02-07,Analgesics,Aspirin,1807.67
2024-02-08,Cardiovascular,Atorvastatin,502.6
2024-02-08,Antibiotics,Ciprofloxacin,1856.07
2024-02-08,Analgesics,Paracetamol,2349.51
2024-02-09,Cardiovascular,Amlodipine,613.93
2024-02-09,Antibiotics,Ciprofloxacin,840.67
2024-02-09,Analgesics,Paracetamol,692.56
2024-02-10,Cardiovascular,Amlodipine,2122.37
2024-02-10,Antibiotics,Ciprofloxacin,1644.92
2024-02-10,Analgesics,Paracetamol,775.81
2024-02-11,Cardiovascular,Amlodipine,2048.56
2024-02-11,Antibiotics,Ciprofloxacin,757.84
2024-02-11,Analgesics,Ibuprofen,576.99
2024-02-12,Cardiovascular,Amlodipine,2382.36
2024-02-12,Antibiotics,Ciprofloxacin,2150.12
2024-02-12,Analgesics,Ibuprofen,1442.84
2024-02-13,Cardiovascular,Amlodipine,2030.67
2024-02-13,Antibiotics,Azithromycin,1546.36
2024-02-13,Analgesics,Paracetamol,1436.8
2024-02-14,Cardiovascular,Amlodipine,2453.1
2024-02-14,Antibiotics,Amoxicillin,1688.49
2024-02-14,Analgesics,Paracetamol,1684.71
2024-02-15,Cardiovascular,Amlodipine,2184.15
2024-02-15,Antibiotics,Azithromycin,2276.32
2024-02-15,Analgesics,Aspirin,1848.96
2024-02-16,Cardiovascular,Atorvastatin,1376.39
2024-02-16,Antibiotics,Amoxicillin,1899.51
2024-02-16,Analgesics,Ibuprofen,1431.38
2024-02-17,Cardiovascular,Amlodipine,1000.42
2024-02-17,Antibiotics,Ciprofloxacin,1166.39
2024-02-17,Analgesics,Ibuprofen,1938.62
2024-02-18,Cardiovascular,Atorvastatin,1694.42
2024-02-18,Antibiotics,Azithromycin,2255.19
2024-02-18,Analgesics,Aspirin,1634.42
2024-02-19,Cardiovascular,Losartan,1288.13
2024-02-19,Antibiotics,Ciprofloxacin,1814.07
2024-02-19,Analgesics,Ibuprofen,1198.85
2024-02-20,Cardiovascular,Losartan,690.76
2024-02-20,Antibiotics,Amoxicillin,2332.45
2024-02-20,Analgesics,Ibuprofen,2223.84
2024-02-21,Cardiovascular,Losartan,1220.27
2024-02-21,Antibiotics,Amoxicillin,568.27
2024-02-21,Analgesics,Aspirin,1916.94
2024-02-22,Cardiovascular,Amlodipine,1399.36
2024-02-22,Antibiotics,Amoxicillin,1049.55
2024-02-22,Analgesics,Aspirin,1346.35
2024-02-23,Cardiovascular,Losartan,2105.05
2024-02-23,Antibiotics,Azithromycin,1552.33
2024-02-23,Analgesics,Paracetamol,2214.92
2024-02-24,Cardiovascular,Losartan,943.52
2024-02-24,Antibiotics,Azithromycin,1637.01
2024-02-24,Analgesics,Ibuprofen,623.92
2024-02-25,Cardiovascular,Atorvastatin,2369.11
2024-02-25,Antibiotics,Amoxicillin,1879.86
2024-02-25,Analgesics,Paracetamol,1889.31
2024-02-26,Cardiovascular,Losartan,1679.0
2024-02-26,Antibiotics,Amoxicillin,1796.33
2024-02-26,Analgesics,Ibuprofen,542.8
2024-02-27,Cardiovascular,Atorvastatin,1994.87
2024-02-27,Antibiotics,Azithromycin,1365.07
2024-02-27,Analgesics,Paracetamol,520.7
2024-02-28,Cardiovascular,Losartan,1317.99
2024-02-28,Antibiotics,Amoxicillin,1700.65
2024-02-28,Analgesics,Aspirin,1259.48
2024-02-29,Cardiovascular,Atorvastatin,2371.81
2024-02-29,Antibiotics,Azithromycin,2490.24
2024-02-29,Analgesics,Paracetamol,769.09
2024-03-01,Cardiovascular,Losartan,710.43
2024-03-01,Antibiotics,Amoxicillin,1732.27
2024-03-01,Analgesics,Aspirin,1352.91
2024-03-02,Cardiovascular,Losartan,2190.98
2024-03-02,Antibiotics,Azithromycin,1911.89
2024-03-02,Analgesics,Paracetamol,839.46
2024-03-03,Cardiovascular,Atorvastatin,553.0
2024-03-03,Antibiotics,Ciprofloxacin,2479.51
2024-03-03,Analgesics,Aspirin,1536.27
2024-03-04,Cardiovascular,Losartan,2295.77
2024-03-04,Antibiotics,Amoxicillin,1857.84
2024-03-04,Analgesics,Paracetamol,1318.7
2024-03-05,Cardiovascular,Atorvastatin,2165.84
2024-03-05,Antibiotics,Ciprofloxacin,1093.8
2024-03-05,Analgesics,Aspirin,1446.42
2024-03-06,Cardiovascular,Atorvastatin,1710.5
2024-03-06,Antibiotics,Azithromycin,1647.02
2024-03-06,Analgesics,Paracetamol,710.69
2024-03-07,Cardiovascular,Amlodipine,2136.44
2024-03-07,Antibiotics,Amoxicillin,2031.44
2024-03-07,Analgesics,Aspirin,2173.37
2024-03-08,Cardiovascular,Atorvastatin,1648.43
2024-03-08,Antibiotics,Amoxicillin,1866.61
2024-03-08,Analgesics,Ibuprofen,969.61
2024-03-09,Cardiovascular,Losartan,2126.26
2024-03-09,Antibiotics,Azithromycin,1215.95
2024-03-09,Analgesics,Aspirin,1541.82
2024-03-10,Cardiovascular,Amlodipine,2139.67
2024-03-10,Antibiotics,Azithromycin,701.42
2024-03-10,Analgesics,Paracetamol,1694.36
2024-03-11,Cardiovascular,Losartan,1676.11
2024-03-11,Antibiotics,Amoxicillin,1889.91
2024-03-11,Analgesics,Paracetamol,1877.12
2024-03-12,Cardiovascular,Losartan,1902.81
2024-03-12,Antibiotics,Ciprofloxacin,1656.64
2024-03-12,Analgesics,Paracetamol,2303.71
2024-03-13,Cardiovascular,Atorvastatin,2492.43
2024-03-13,Antibiotics,Amoxicillin,967.5
2024-03-13,Analgesics,Ibuprofen,2039.35
2024-03-14,Cardiovascular,Amlodipine,1134.62
2024-03-14,Antibiotics,Amoxicillin,1196.76
2024-03-14,Analgesics,Paracetamol,1333.96
2024-03-15,Cardiovascular,Amlodipine,717.02
2024-03-15,Antibiotics,Ciprofloxacin,1106.34
2024-03-15,Analgesics,Aspirin,800.5
2024-03-16,Cardiovascular,Losartan,1222.68
2024-03-16,Antibiotics,Amoxicillin,2042.33
2024-03-16,Analgesics,Aspirin,1148.56
2024-03-17,Cardiovascular,Atorvastatin,1393.69
2024-03-17,Antibiotics,Azithromycin,1312.72
2024-03-17,Analgesics,Ibuprofen,2413.84
2024-03-18,Cardiovascular,Amlodipine,2400.24
2024-03-18,Antibiotics,Amoxicillin,2073.8
2024-03-18,Analgesics,Ibuprofen,1017.92
2024-03-19,Cardiovascular,Atorvastatin,1161.83
2024-03-19,Antibiotics,Amoxicillin,869.91
2024-03-19,Analgesics,Aspirin,987.39
2024-03-20,Cardiovascular,Losartan,1403.57
2024-03-20,Antibiotics,Ciprofloxacin,848.8
2024-03-20,Analgesics,Ibuprofen,888.27
2024-03-21,Cardiovascular,Losartan,1968.49
2024-03-21,Antibiotics,Azithromycin,784.96
2024-03-21,Analgesics,Aspirin,1714.12
2024-03-22,Cardiovascular,Losartan,1334.99
2024-03-22,Antibiotics,Azithromycin,2117.81
2024-03-22,Analgesics,Aspirin,809.37
2024-03-23,Cardiovascular,Amlodipine,1803.52
2024-03-23,Antibiotics,Amoxicillin,777.0
2024-03-23,Analgesics,Ibuprofen,2148.49
2024-03-24,Cardiovascular,Atorvastatin,1680.23
2024-03-24,Antibiotics,Amoxicillin,1276.24
2024-03-24,Analgesics,Aspirin,953.12
2024-03-25,Cardiovascular,Amlodipine,1694.25
2024-03-25,Antibiotics,Azithromycin,1878.56
2024-03-25,Analgesics,Paracetamol,2007.1
2024-03-26,Cardiovascular,Losartan,846.3
2024-03-26,Antibiotics,Azithromycin,2306.2
2024-03-26,Analgesics,Paracetamol,732.96
2024-03-27,Cardiovascular,Losartan,950.41
2024-03-27,Antibiotics,Amoxicillin,652.35
2024-03-27,Analgesics,Paracetamol,1685.91
2024-03-28,Cardiovascular,Atorvastatin,1033.63
2024-03-28,Antibiotics,Ciprofloxacin,572.34
2024-03-28,Analgesics,Ibuprofen,2313.13
2024-03-29,Cardiovascular,Losartan,1850.58
2024-03-29,Antibiotics,Ciprofloxacin,873.15
2024-03-29,Analgesics,Aspirin,1894.06
2024-03-30,Cardiovascular,Atorvastatin,2146.2
2024-03-30,Antibiotics,Amoxicillin,1679.92
2024-03-30,Analgesics,Ibuprofen,750.71
2024-03-31,Cardiovascular,Atorvastatin,755.66
2024-03-31,Antibiotics,Amoxicillin,817.23
2024-03-31,Analgesics,Aspirin,715.66
2024-04-01,Cardiovascular,Atorvastatin,1664.1
2024-04-01,Antibiotics,Ciprofloxacin,544.64
2024-04-01,Analgesics,Ibuprofen,2325.09
2024-04-02,Cardiovascular,Losartan,1900.59
2024-04-02,Antibiotics,Amoxicillin,1560.84
2024-04-02,Analgesics,Ibuprofen,2451.25
2024-04-03,Cardiovascular,Losartan,2111.82
2024-04-03,Antibiotics,Azithromycin,1434.57
2024-04-03,Analgesics,Paracetamol,1901.2
2024-04-04,Cardiovascular,Amlodipine,791.19
2024-04-04,Antibiotics,Azithromycin,2369.19
2024-04-04,Analgesics,Aspirin,1511.63
2024-04-05,Cardiovascular,Atorvastatin,930.19
2024-04-05,Antibiotics,Ciprofloxacin,2143.51
2024-04-05,Analgesics,Ibuprofen,1283.54
2024-04-06,Cardiovascular,Losartan,2153.46
2024-04-06,Antibiotics,Ciprofloxacin,1824.82
2024-04-06,Analgesics,Paracetamol,1982.62
2024-04-07,Cardiovascular,Losartan,951.47
2024-04-07,Antibiotics,Amoxicillin,1115.68
2024-04-07,Analgesics,Aspirin,1966.58
2024-04-08,Cardiovascular,Atorvastatin,1341.92
2024-04-08,Antibiotics,Ciprofloxacin,1668.47
2024-04-08,Analgesics,Paracetamol,519.05
2024-04-09,Cardiovascular,Amlodipine,2104.5
2024-04-09,Antibiotics,Ciprofloxacin,1602.48
2024-04-09,Analgesics,Paracetamol,2097.96
2024-04-10,Cardiovascular,Amlodipine,766.99
2024-04-10,Antibiotics,Amoxicillin,1120.85
2024-04-10,Analgesics,Ibuprofen,1858.69
2024-04-11,Cardiovascular,Losartan,875.84
2024-04-11,Antibiotics,Amoxicillin,1016.91
2024-04-11,Analgesics,Aspirin,2323.22
2024-04-12,Cardiovascular,Amlodipine,2227.1
2024-04-12,Antibiotics,Amoxicillin,878.87
2024-04-12,Analgesics,Aspirin,1980.15
2024-04-13,Cardiovascular,Losartan,637.86
2024-04-13,Antibiotics,Amoxicillin,1267.97
2024-04-13,Analgesics,Aspirin,1404.88
2024-04-14,Cardiovascular,Amlodipine,2394.99
2024-04-14,Antibiotics,Amoxicillin,1923.46
2024-04-14,Analgesics,Aspirin,1680.26
2024-04-15,Cardiovascular,Losartan,1654.57
2024-04-15,Antibiotics,Ciprofloxacin,1597.04
2024-04-15,Analgesics,Aspirin,1129.9
2024-04-16,Cardiovascular,Amlodipine,1235.76
2024-04-16,Antibiotics,Ciprofloxacin,948.4
2024-04-16,Analgesics,Ibuprofen,890.52
2024-04-17,Cardiovascular,Atorvastatin,1377.79
2024-04-17,Antibiotics,Azithromycin,1609.61
2024-04-17,Analgesics,Aspirin,1318.96
2024-04-18,Cardiovascular,Losartan,2123.34
2024-04-18,Antibiotics,Ciprofloxacin,912.21
2024-04-18,Analgesics,Ibuprofen,534.35
2024-04-19,Cardiovascular,Amlodipine,1179.33
2024-04-19,Antibiotics,Azithromycin,1375.06
2024-04-19,Analgesics,Paracetamol,1702.08
2024-04-20,Cardiovascular,Amlodipine,1158.03
2024-04-20,Antibiotics,Ciprofloxacin,1037.59
2024-04-20,Analgesics,Ibuprofen,1419.42
2024-04-21,Cardiovascular,Atorvastatin,1086.51
2024-04-21,Antibiotics,Azithromycin,542.96
2024-04-21,Analgesics,Ibuprofen,2183.69
2024-04-22,Cardiovascular,Losartan,1676.96
2024-04-22,Antibiotics,Ciprofloxacin,1205.54
2024-04-22,Analgesics,Ibuprofen,1268.77
2024-04-23,Cardiovascular,Atorvastatin,1075.61
2024-04-23,Antibiotics,Amoxicillin,2237.83
2024-04-23,Analgesics,Aspirin,1399.16
2024-04-24,Cardiovascular,Atorvastatin,1986.18
2024-04-24,Antibiotics,Azithromycin,1374.57
2024-04-24,Analgesics,Aspirin,1647.52
2024-04-25,Cardiovascular,Amlodipine,887.17
2024-04-25,Antibiotics,Amoxicillin,1903.53
2024-04-25,Analgesics,Aspirin,2121.19
2024-04-26,Cardiovascular,Amlodipine,1587.28
2024-04-26,Antibiotics,Ciprofloxacin,2190.1
2024-04-26,Analgesics,Ibuprofen,1634.19
2024-04-27,Cardiovascular,Losartan,2086.22
2024-04-27,Antibiotics,Ciprofloxacin,2134.82
2024-04-27,Analgesics,Paracetamol,1299.42
2024-04-28,Cardiovascular,Amlodipine,1230.72
2024-04-28,Antibiotics,Ciprofloxacin,1017.98
2024-04-28,Analgesics,Aspirin,1302.8
2024-04-29,Cardiovascular,Losartan,2440.88
2024-04-29,Antibiotics,Azithromycin,1903.02
2024-04-29,Analgesics,Aspirin,1741.87
2024-04-30,Cardiovascular,Amlodipine,1464.51
2024-04-30,Antibiotics,Azithromycin,2226.55
2024-04-30,Analgesics,Ibuprofen,1066.24
2024-05-01,Cardiovascular,Amlodipine,2021.23
2024-05-01,Antibiotics,Amoxicillin,598.05
2024-05-01,Analgesics,Aspirin,2316.46
2024-05-02,Cardiovascular,Amlodipine,893.09
2024-05-02,Antibiotics,Azithromycin,1848.45
2024-05-02,Analgesics,Aspirin,638.56
2024-05-03,Cardiovascular,Losartan,1870.19
2024-05-03,Antibiotics,Ciprofloxacin,554.98
2024-05-03,Analgesics,Ibuprofen,1544.86
2024-05-04,Cardiovascular,Losartan,1965.95
2024-05-04,Antibiotics,Azithromycin,1903.13
2024-05-04,Analgesics,Ibuprofen,694.29
2024-05-05,Cardiovascular,Losartan,1074.94
2024-05-05,Antibiotics,Azithromycin,1149.75
2024-05-05,Analgesics,Ibuprofen,1700.86
2024-05-06,Cardiovascular,Atorvastatin,1647.95
2024-05-06,Antibiotics,Azithromycin,1032.11
2024-05-06,Analgesics,Aspirin,1168.66
2024-05-07,Cardiovascular,Atorvastatin,1152.85
2024-05-07,Antibiotics,Amoxicillin,1097.25
2024-05-07,Analgesics,Ibuprofen,2078.93
2024-05-08,Cardiovascular,Losartan,976.96
2024-05-08,Antibiotics,Amoxicillin,2182.97
2024-05-08,Analgesics,Paracetamol,502.19
2024-05-09,Cardiovascular,Amlodipine,1202.64
2024-05-09,Antibiotics,Amoxicillin,1071.63
2024-05-09,Analgesics,Ibuprofen,1483.16
2024-05-10,Cardiovascular,Atorvastatin,1202.24
2024-05-10,Antibiotics,Amoxicillin,1611.79
2024-05-10,Analgesics,Aspirin,835.24
2024-05-11,Cardiovascular,Atorvastatin,2293.33
2024-05-11,Antibiotics,Azithromycin,1171.57
2024-05-11,Analgesics,Aspirin,515.04
2024-05-12,Cardiovascular,Atorvastatin,659.96
2024-05-12,Antibiotics,Amoxicillin,2255.39
2024-05-12,Analgesics,Ibuprofen,1736.75
2024-05-13,Cardiovascular,Atorvastatin,2240.58
2024-05-13,Antibiotics,Ciprofloxacin,1298.25
2024-05-13,Analgesics,Aspirin,1425.39
2024-05-14,Cardiovascular,Atorvastatin,1749.38
2024-05-14,Antibiotics,Ciprofloxacin,1681.69
2024-05-14,Analgesics,Paracetamol,2377.09
2024-05-15,Cardiovascular,Atorvastatin,1641.79
2024-05-15,Antibiotics,Amoxicillin,1752.7
2024-05-15,Analgesics,Paracetamol,1288.67
2024-05-16,Cardiovascular,Atorvastatin,1880.44
2024-05-16,Antibiotics,Amoxicillin,1563.68
2024-05-16,Analgesics,Aspirin,507.07
2024-05-17,Cardiovascular,Losartan,2215.17
2024-05-17,Antibiotics,Amoxicillin,1144.2
2024-05-17,Analgesics,Aspirin,2394.07
2024-05-18,Cardiovascular,Atorvastatin,1127.51
2024-05-18,Antibiotics,Amoxicillin,1428.94
2024-05-18,Analgesics,Paracetamol,1672.23
2024-05-19,Cardiovascular,Amlodipine,2065.04
2024-05-19,Antibiotics,Amoxicillin,2403.21
2024-05-19,Analgesics,Aspirin,1313.14
2024-05-20,Cardiovascular,Amlodipine,852.37
2024-05-20,Antibiotics,Ciprofloxacin,586.94
2024-05-20,Analgesics,Ibuprofen,1891.74
2024-05-21,Cardiovascular,Atorvastatin,891.17
2024-05-21,Antibiotics,Amoxicillin,2418.33
2024-05-21,Analgesics,Paracetamol,624.03
2024-05-22,Cardiovascular,Atorvastatin,1512.25
2024-05-22,Antibiotics,Ciprofloxacin,562.79
2024-05-22,Analgesics,Paracetamol,2035.18
2024-05-23,Cardiovascular,Atorvastatin,2402.79
2024-05-23,Antibiotics,Ciprofloxacin,2336.11
2024-05-23,Analgesics,Ibuprofen,731.39
2024-05-24,Cardiovascular,Atorvastatin,2487.86
2024-05-24,Antibiotics,Ciprofloxacin,1600.36
2024-05-24,Analgesics,Ibuprofen,1137.26
2024-05-25,Cardiovascular,Atorvastatin,1695.96
2024-05-25,Antibiotics,Amoxicillin,2430.79
2024-05-25,Analgesics,Aspirin,1673.08
2024-05-26,Cardiovascular,Atorvastatin,1908.04
2024-05-26,Antibiotics,Ciprofloxacin,2323.75
2024-05-26,Analgesics,Paracetamol,1899.67
2024-05-27,Cardiovascular,Amlodipine,712.09
2024-05-27,Antibiotics,Ciprofloxacin,915.64
2024-05-27,Analgesics,Aspirin,896.27
2024-05-28,Cardiovascular,Amlodipine,1431.54
2024-05-28,Antibiotics,Amoxicillin,832.3
2024-05-28,Analgesics,Aspirin,1821.21
2024-05-29,Cardiovascular,Amlodipine,983.45
2024-05-29,Antibiotics,Ciprofloxacin,862.23
2024-05-29,Analgesics,Aspirin,2154.55
2024-05-30,Cardiovascular,Losartan,1158.44
2024-05-30,Antibiotics,Azithromycin,2422.17
2024-05-30,Analgesics,Aspirin,2288.07
2024-05-31,Cardiovascular,Amlodipine,926.34
2024-05-31,Antibiotics,Amoxicillin,2489.22
2024-05-31,Analgesics,Aspirin,1452.25
2024-06-01,Cardiovascular,Losartan,1320.38
2024-06-01,Antibiotics,Ciprofloxacin,2259.2
2024-06-01,Analgesics,Paracetamol,1900.87
2024-06-02,Cardiovascular,Amlodipine,975.37
2024-06-02,Antibiotics,Ciprofloxacin,1052.94
2024-06-02,Analgesics,Aspirin,1072.78
2024-06-03,Cardiovascular,Losartan,1017.16
2024-06-03,Antibiotics,Ciprofloxacin,658.77
2024-06-03,Analgesics,Paracetamol,2183.49
2024-06-04,Cardiovascular,Losartan,1612.35
2024-06-04,Antibiotics,Azithromycin,1902.46
2024-06-04,Analgesics,Ibuprofen,1608.13
2024-06-05,Cardiovascular,Atorvastatin,2408.81
2024-06-05,Antibiotics,Amoxicillin,821.62
2024-06-05,Analgesics,Aspirin,1211.96
2024-06-06,Cardiovascular,Losartan,2386.21
2024-06-06,Antibiotics,Azithromycin,1023.15
2024-06-06,Analgesics,Paracetamol,1997.39
2024-06-07,Cardiovascular,Amlodipine,911.43
2024-06-07,Antibiotics,Ciprofloxacin,2345.3
2024-06-07,Analgesics,Paracetamol,1623.32
2024-06-08,Cardiovascular,Atorvastatin,617.15
2024-06-08,Antibiotics,Amoxicillin,1117.91
2024-06-08,Analgesics,Paracetamol,2411.44
2024-06-09,Cardiovascular,Amlodipine,807.04
2024-06-09,Antibiotics,Ciprofloxacin,747.17
2024-06-09,Analgesics,Paracetamol,1484.9
2024-06-10,Cardiovascular,Amlodipine,1135.88
2024-06-10,Antibiotics,Ciprofloxacin,1363.98
2024-06-10,Analgesics,Ibuprofen,1491.68
2024-06-11,Cardiovascular,Amlodipine,1369.74
2024-06-11,Antibiotics,Azithromycin,2105.5
2024-06-11,Analgesics,Paracetamol,1712.92
2024-06-12,Cardiovascular,Amlodipine,661.06
2024-06-12,Antibiotics,Ciprofloxacin,1194.41
2024-06-12,Analgesics,Ibuprofen,902.4
2024-06-13,Cardiovascular,Atorvastatin,645.96
2024-06-13,Antibiotics,Azithromycin,1580.66
2024-06-13,Analgesics,Paracetamol,994.15
2024-06-14,Cardiovascular,Atorvastatin,555.88
2024-06-14,Antibiotics,Amoxicillin,1363.47
2024-06-14,Analgesics,Aspirin,561.14
2024-06-15,Cardiovascular,Losartan,556.95
2024-06-15,Antibiotics,Azithromycin,989.22
2024-06-15,Analgesics,Paracetamol,1176.32
2024-06-16,Cardiovascular,Atorvastatin,530.54
2024-06-16,Antibiotics,Ciprofloxacin,1322.62
2024-06-16,Analgesics,Aspirin,2367.12
2024-06-17,Cardiovascular,Atorvastatin,1973.87
2024-06-17,Antibiotics,Ciprofloxacin,2311.11
2024-06-17,Analgesics,Paracetamol,1769.77
2024-06-18,Cardiovascular,Atorvastatin,688.21
2024-06-18,Antibiotics,Ciprofloxacin,1016.88
2024-06-18,Analgesics,Ibuprofen,2180.82
2024-06-19,Cardiovascular,Losartan,2409.62
